make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_usd
2020,9.7,1800,Petrol,4,BMW,Manual,Blue,Full,0,Yes,5661.7
2011,19.31,4000,Electric,2,Tesla,Manual,Gray,,0,Yes,13784.6
1998,19.96,1000,Petrol,2,Hyundai,Manual,Blue,Partial,0,Yes,3566.27
2000,15.02,1000,Petrol,4,Chevrolet,Manual,Silver,Partial,1,No,3819.86
2003,22.12,4000,Petrol,3,Volkswagen,Manual,Silver,Full,0,Yes,9626.44
2018,5.21,5000,Petrol,2,Nissan,Manual,Gray,Partial,0,Yes,11226.1
1998,14.68,2500,Diesel,1,Hyundai,Manual,White,Full,0,Yes,6808.48
2014,14.35,2000,Petrol,1,Chevrolet,Manual,White,Full,0,Yes,6627.1
1997,19.76,1200,Diesel,1,Tesla,Manual,Red,Full,3,Yes,4386.48
2000,11.73,4000,Petrol,5,Volkswagen,Manual,Red,Partial,0,No,4327.06
1999,14.51,5000,Diesel,3,BMW,Manual,Black,Full,2,No,9413.3
2010,20.85,2000,Petrol,1,Chevrolet,Automatic,Red,Full,2,Yes,8794.47
2017,20.99,3000,Diesel,1,Kia,Automatic,Gray,Partial,1,Yes,9842.54
2006,15.02,5000,Petrol,2,BMW,Automatic,White,Full,0,Yes,10601.5
2011,12.12,1800,Diesel,4,Volkswagen,Manual,Silver,Full,2,Yes,4288.9
2007,16.2,2500,Diesel,4,Tesla,Automatic,Silver,Full,1,No,7403.69
2018,16.03,1500,Diesel,1,BMW,Manual,Gray,Full,2,Yes,6262.88
2004,27.73,2000,Petrol,4,Nissan,Manual,Silver,Full,0,Yes,8033.17
2003,21.95,3000,Diesel,2,Tesla,Automatic,Gray,Partial,0,Yes,9254.42
2001,18.41,3000,Diesel,2,Kia,Manual,Gray,Partial,0,Yes,6890.67
1995,18.85,2000,Diesel,3,Nissan,Manual,Black,Partial,0,Yes,6203.81
2008,17.82,1000,Petrol,3,Volkswagen,Manual,Silver,Full,1,Yes,5736.35
1996,15.15,3000,Diesel,2,Honda,Manual,Blue,,0,Yes,5197.02
2021,21.86,1800,Electric,4,Chevrolet,Automatic,Blue,,0,Yes,10303.68
2001,16.81,2000,Petrol,2,Hyundai,Manual,Red,Partial,1,Yes,6333.66
2014,22.58,1800,Diesel,2,Nissan,Manual,Black,Full,0,No,7916.69
2018,16.66,1000,Petrol,5,Ford,Manual,Blue,Full,1,No,5228.39
2014,15.24,3000,Petrol,3,Volkswagen,Automatic,Black,,0,Yes,10142.25
2017,25.17,1200,Petrol,3,Chevrolet,Manual,White,Partial,1,No,7382.21
2009,18.12,800,Petrol,5,Nissan,Automatic,Silver,Full,0,Yes,5929.39
2013,13.59,2500,Electric,3,Ford,Automatic,Gray,Full,1,No,10896.15
2015,13.99,800,Electric,5,Kia,Manual,Silver,,1,Yes,5445.36
2021,15.72,1200,Diesel,1,Nissan,Manual,Silver,Partial,2,No,6942.6
1997,21.46,3000,Petrol,3,Chevrolet,Manual,Blue,,1,Yes,7186.94
2017,19.76,1000,Diesel,2,Chevrolet,Automatic,Blue,,0,Yes,5137.65
1998,24.62,1000,Diesel,3,Honda,Automatic,Red,,1,Yes,3840.46
2018,27.17,1500,Petrol,4,Nissan,Automatic,Silver,,0,Yes,6037.44
2001,16.86,2500,Diesel,5,Tesla,Automatic,Gray,Partial,0,Yes,4617.92
1998,17.61,5000,Diesel,1,BMW,Manual,Gray,Full,0,Yes,10824.37
2012,23.72,4000,Petrol,1,Tesla,Manual,Gray,Full,0,Yes,11582.09
1995,16.56,4000,Electric,4,Nissan,Automatic,White,Full,1,Yes,10751.19
2010,21.06,1800,Petrol,4,Ford,Automatic,Black,,0,Yes,5937.09
1997,14.13,1500,Diesel,3,Kia,Automatic,Black,Partial,1,Yes,5099.9
2000,12.34,1200,Petrol,4,Tesla,Automatic,Red,Partial,0,Yes,3442.39
2014,11.61,1200,Diesel,5,BMW,Automatic,Red,Full,1,Yes,4618.49
2009,17.91,800,Petrol,4,Nissan,Manual,Gray,,1,Yes,4414.04
2004,10.36,2000,Petrol,3,Chevrolet,Manual,Silver,,0,Yes,3449.07
2005,11.05,4000,Diesel,3,BMW,Automatic,Gray,Partial,0,Yes,9041.32
2020,16.11,3000,Petrol,1,BMW,Automatic,Silver,Full,0,No,10757.33
2016,20.3,1000,Petrol,2,Honda,Manual,Blue,Full,1,No,7339.35
2016,17.02,800,Petrol,1,Kia,Manual,Silver,Full,0,Yes,6878.18
2009,17.37,1200,Diesel,1,Chevrolet,Automatic,Gray,,1,Yes,6293.09
2004,17.84,2500,Diesel,4,Tesla,Manual,White,,0,Yes,6705.28
2015,20.28,1800,Diesel,3,Tesla,Manual,Red,Full,1,No,6313.91
2002,19.67,1500,Petrol,2,Toyota,Manual,Red,Partial,1,Yes,5444.65
2022,16.09,2500,Electric,2,Hyundai,Manual,Gray,Full,0,Yes,10928.97
2008,23.72,1800,Petrol,2,Hyundai,Automatic,White,Full,0,Yes,8215.81
2023,14.62,5000,Petrol,3,Volkswagen,Manual,Silver,,0,Yes,10677.72
2015,12.37,1200,Petrol,1,Volkswagen,Manual,Black,Partial,0,Yes,5440.17
1998,14.38,2000,Petrol,2,Tesla,Automatic,Red,,1,Yes,4176.61
1998,17.59,1800,Petrol,3,Volkswagen,Manual,Silver,Full,0,No,5566.12
2011,23.61,2500,Petrol,3,Hyundai,Manual,Silver,Full,0,Yes,7800.23
2016,23.84,3000,Petrol,5,Chevrolet,Manual,Silver,,0,Yes,9265.69
1999,19.23,2000,Petrol,1,Volkswagen,Automatic,Black,Full,0,Yes,7386.81
2017,9.82,3000,Petrol,3,Honda,Manual,White,Full,1,Yes,6407.65
2012,16.58,2000,Petrol,1,Chevrolet,Automatic,Black,Partial,1,Yes,7597.88
2008,18.02,1800,Petrol,1,Volkswagen,Manual,Silver,Full,2,Yes,8802.88
2007,12.54,3000,Petrol,5,Volkswagen,Manual,Silver,Full,1,No,6610.0
2016,16.45,1000,Diesel,3,Honda,Manual,Silver,Partial,0,No,5949.88
2018,26.77,5000,Diesel,4,Ford,Automatic,Black,,1,Yes,13257.98
2014,19.6,1000,Petrol,2,Ford,Manual,Blue,Full,0,No,6425.27
2007,12.05,4000,Diesel,3,Honda,Manual,White,Partial,0,Yes,8668.88
1998,18.05,1000,Petrol,3,Ford,Automatic,Gray,Full,2,Yes,3885.73
2020,24.5,2500,Petrol,3,Toyota,Manual,Silver,Full,0,Yes,10712.47
2016,28.01,4000,Petrol,3,Chevrolet,Automatic,Gray,Partial,2,Yes,11870.35
2011,20.22,2000,Diesel,3,Tesla,Manual,Red,Full,2,Yes,6436.97
2018,18.96,1800,Petrol,2,Chevrolet,Manual,Silver,Partial,0,Yes,8169.47
2007,16.68,5000,Diesel,4,Kia,Automatic,White,Full,1,Yes,9345.04
2014,12.41,3000,Petrol,4,Nissan,Manual,Black,,1,No,8799.02
2016,29.41,1200,Petrol,4,Hyundai,Manual,White,Full,1,Yes,4988.32
2005,13.36,1500,Diesel,2,Chevrolet,Automatic,Silver,Full,1,Yes,4439.63
2017,20.4,2000,Petrol,2,Tesla,Automatic,Black,Full,0,Yes,7806.97
2021,11.84,3000,Petrol,4,Chevrolet,Automatic,Red,Full,0,No,8049.53
2001,30.54,1800,Petrol,3,Chevrolet,Automatic,White,Partial,1,Yes,7486.27
2005,22.28,1000,Petrol,2,Kia,Manual,Blue,Partial,3,Yes,4544.45
2022,14.33,4000,Petrol,5,BMW,Manual,White,Full,0,Yes,11291.56
2012,18.22,2000,Petrol,2,Tesla,Automatic,Red,,1,Yes,5484.55
1996,20.67,2000,Petrol,1,Toyota,Manual,Silver,Full,1,Yes,6047.15
2017,19.3,800,Diesel,5,Ford,Automatic,Gray,,0,Yes,5016.89
2019,9.62,5000,Diesel,1,Kia,Manual,White,Partial,1,No,10279.13
2015,16.22,4000,Diesel,2,Honda,Manual,Blue,Partial,0,Yes,9720.17
2000,5.61,1500,Electric,3,Nissan,Automatic,Blue,,1,No,5631.23
2016,12.41,1500,Petrol,3,Volkswagen,Automatic,Black,Partial,2,Yes,4375.72
2005,19.74,3000,Petrol,1,Nissan,Automatic,Black,Full,1,Yes,10283.13
1999,29.06,2500,Petrol,2,Toyota,Manual,White,Partial,0,Yes,7852.07
1995,22.82,1000,Petrol,3,Kia,Manual,Silver,Full,1,Yes,3411.1
2015,27.84,1800,Petrol,3,Honda,Manual,Red,Full,0,Yes,8005.31
1998,17.69,1200,Diesel,3,Chevrolet,Manual,Blue,,1,Yes,3567.91
1999,22.33,1500,Diesel,1,Kia,Manual,Blue,Full,0,Yes,4551.44
2007,25.11,1500,Petrol,4,Nissan,Manual,Silver,,0,Yes,4366.54
2022,5.0,2500,Petrol,3,Chevrolet,Manual,Red,Full,1,No,5013.52
2007,13.25,1200,Petrol,5,Kia,Manual,Blue,Full,1,Yes,3493.66
2006,16.98,1800,Diesel,2,Chevrolet,Manual,Gray,Partial,1,No,7659.95
2000,27.16,1500,Petrol,1,Nissan,Automatic,Gray,Partial,0,Yes,7469.83
2013,21.25,1800,Petrol,2,BMW,Automatic,Red,,0,No,10070.16
1997,19.78,1800,Petrol,4,Ford,Automatic,Blue,Full,2,Yes,3365.64
2010,14.78,3000,Electric,3,Nissan,Manual,Silver,Full,1,Yes,11610.74
2011,23.99,1800,Diesel,3,Kia,Automatic,Silver,,1,Yes,7526.01
2017,15.75,2000,Petrol,1,Ford,Manual,Black,Full,0,Yes,7345.84
2006,10.44,5000,Petrol,2,Ford,Manual,White,,0,Yes,9338.5
2019,24.06,800,Petrol,4,Hyundai,Manual,Silver,Full,0,Yes,5694.17
2000,21.68,1800,Diesel,5,Honda,Manual,Blue,Partial,0,No,3322.46
2013,12.18,4000,Petrol,1,Tesla,Manual,Red,Partial,1,Yes,8746.92
1996,21.33,4000,Diesel,3,Toyota,Manual,Silver,Full,0,Yes,8370.93
2010,13.37,2500,Electric,2,Tesla,Manual,Black,,1,Yes,10156.74
1999,15.26,2000,Petrol,5,BMW,Manual,Silver,,0,Yes,4763.22
1995,21.2,1000,Petrol,5,Nissan,Manual,Silver,,0,Yes,1623.57
2015,15.06,4000,Electric,2,Chevrolet,Manual,Blue,Full,0,Yes,14473.09
2010,13.79,3000,Diesel,4,Hyundai,Automatic,Red,Partial,0,Yes,5394.0
2019,22.07,1500,Electric,4,Hyundai,Manual,Silver,Full,0,Yes,9454.58
2018,25.87,800,Petrol,4,Ford,Manual,Blue,Partial,1,Yes,6186.89
2004,17.64,800,Diesel,1,Hyundai,Manual,White,Full,0,Yes,4747.6
2009,22.25,1200,Petrol,3,Chevrolet,Automatic,Silver,Full,1,Yes,7050.08
1996,19.23,1500,Petrol,5,BMW,Manual,Gray,Full,0,Yes,2433.75
2019,21.79,2000,Diesel,1,Nissan,Manual,White,Full,1,Yes,9851.65
2023,20.8,1800,Diesel,1,Nissan,Manual,Red,Full,0,Yes,8228.95
1999,12.56,1000,Petrol,3,Nissan,Automatic,Gray,Full,0,Yes,1366.16
2002,11.84,2500,Petrol,4,Ford,Manual,White,,1,Yes,4560.03
2022,12.1,1800,Petrol,5,Nissan,Manual,Blue,Full,0,No,7929.61
2009,17.69,1000,Petrol,5,Ford,Manual,Silver,Full,0,Yes,4800.45
2014,20.55,5000,Petrol,1,Nissan,Manual,Black,,0,Yes,13371.35
2013,29.09,5000,Electric,3,BMW,Manual,Red,Full,1,Yes,16759.39
2001,19.51,1500,Diesel,3,Chevrolet,Automatic,White,Full,0,No,4295.89
1996,8.71,2000,Petrol,3,Hyundai,Automatic,White,,0,Yes,2353.98
2013,19.49,3000,Petrol,5,Hyundai,Manual,Silver,Full,1,Yes,6614.76
2021,22.29,1500,Diesel,2,Tesla,Manual,Black,,0,No,7678.98
2014,15.35,800,Diesel,5,Tesla,Manual,Black,,2,Yes,3886.81
2014,20.83,5000,Diesel,1,Kia,Manual,Blue,Full,0,Yes,13497.36
2000,16.59,800,Diesel,3,Nissan,Manual,Blue,Partial,0,No,1000.0
2003,23.3,5000,Petrol,4,Volkswagen,Manual,Silver,Partial,0,Yes,9702.31
1998,16.29,1800,Petrol,5,Honda,Manual,Blue,Full,0,No,3978.74
2001,20.47,1000,Electric,4,Toyota,Manual,Gray,Partial,1,Yes,4365.75
2000,10.4,1800,Diesel,3,Hyundai,Automatic,Gray,,0,Yes,2678.76
1998,20.84,2000,Diesel,2,Nissan,Manual,Black,Full,0,Yes,7232.63
2009,23.75,1500,Petrol,1,Hyundai,Manual,Black,Full,0,Yes,9018.21
2021,22.19,1800,Diesel,1,Honda,Manual,Silver,Partial,0,Yes,11026.98
1998,11.61,1800,Petrol,2,Tesla,Automatic,Gray,Full,1,Yes,4244.32
1998,25.47,800,Petrol,3,Kia,Automatic,Black,Full,0,Yes,3195.67
2017,21.84,3000,Diesel,4,Hyundai,Manual,Gray,Partial,1,Yes,9786.46
1999,13.17,1500,Diesel,2,Chevrolet,Manual,Blue,Partial,0,No,4733.68
2010,19.27,5000,Diesel,5,Toyota,Manual,Black,,3,No,10607.32
2023,18.77,4000,Petrol,1,Volkswagen,Automatic,Blue,Full,0,Yes,11856.23
2011,9.97,5000,Electric,2,Toyota,Automatic,Silver,Full,0,Yes,14210.24
2010,9.85,2000,Diesel,1,Chevrolet,Automatic,Gray,Partial,0,Yes,6126.73
2004,26.8,4000,Diesel,2,Toyota,Manual,Gray,Partial,0,Yes,8819.46
2002,18.1,2500,Diesel,4,Volkswagen,Manual,Black,Full,1,Yes,5387.5
2005,16.96,1800,Diesel,5,Chevrolet,Manual,Gray,Full,0,Yes,3608.96
2020,18.5,2000,Electric,5,BMW,Automatic,White,Partial,1,Yes,10666.24
1998,22.92,1200,Electric,2,BMW,Manual,Gray,,1,Yes,7797.89
2017,16.16,1800,Petrol,4,Toyota,Automatic,Silver,Full,1,Yes,5487.01
2002,24.32,4000,Diesel,5,Chevrolet,Manual,Red,,0,Yes,7464.33
2006,15.63,1200,Petrol,3,Nissan,Automatic,White,Partial,0,Yes,4469.87
2015,18.2,4000,Petrol,5,Hyundai,Automatic,Red,Full,1,Yes,8816.69
2012,17.94,800,Petrol,5,Volkswagen,Manual,White,Full,0,Yes,3085.27
2004,20.31,1800,Diesel,3,Chevrolet,Automatic,Black,Full,0,Yes,5470.15
1996,23.75,1200,Petrol,1,Nissan,Manual,Black,Full,1,Yes,3818.26
2023,12.92,1800,Petrol,2,Volkswagen,Manual,Red,Partial,0,Yes,8610.79
2000,18.03,2500,Petrol,5,Ford,Manual,Blue,,0,Yes,1958.23
2023,18.99,3000,Petrol,1,Ford,Manual,Black,Full,0,Yes,10220.57
1998,15.02,1000,Petrol,4,Chevrolet,Manual,Black,Full,0,Yes,1000.0
2003,15.63,3000,Diesel,1,Honda,Automatic,Gray,Full,1,No,7442.63
2010,18.75,1000,Petrol,2,Volkswagen,Automatic,Gray,Full,0,Yes,6332.89
2016,16.84,3000,Petrol,5,Hyundai,Manual,Black,Partial,0,No,7404.88
2009,20.19,1000,Petrol,3,Tesla,Automatic,Silver,Full,1,No,5645.74
2018,26.93,1000,Petrol,2,Tesla,Manual,Silver,Partial,0,Yes,8275.62
2011,23.61,2500,Petrol,2,BMW,Automatic,Blue,Partial,0,Yes,5967.67
2023,18.3,1000,Petrol,2,BMW,Automatic,Black,,0,Yes,7290.46
2015,25.84,1200,Diesel,3,Kia,Manual,Black,Partial,1,Yes,7455.56
1996,15.68,800,Diesel,1,Kia,Automatic,White,Full,0,No,4048.47
2009,15.94,1200,Diesel,5,BMW,Manual,Gray,Full,1,Yes,3207.22
2002,26.0,3000,Petrol,4,Ford,Manual,White,Full,0,Yes,6562.76
2014,11.11,4000,Diesel,4,Kia,Automatic,Black,Partial,0,No,9294.0
1995,14.42,1200,Petrol,3,Honda,Automatic,Blue,Partial,0,No,2131.08
2017,26.26,1200,Petrol,2,Tesla,Manual,White,Partial,1,Yes,8269.84
1997,17.89,3000,Petrol,3,Hyundai,Manual,Gray,Full,1,Yes,6084.45
1998,22.43,2000,Petrol,4,BMW,Automatic,Red,Full,1,Yes,4660.84
1995,12.96,5000,Electric,3,Volkswagen,Manual,Black,Partial,0,No,12076.51
2012,14.98,4000,Diesel,3,Honda,Manual,Red,Full,0,No,8222.7
2005,9.95,5000,Diesel,4,Tesla,Manual,Silver,Full,1,Yes,8363.91
2010,13.19,1500,Petrol,1,Chevrolet,Manual,White,Partial,1,No,6753.16
2004,15.35,800,Electric,1,Hyundai,Automatic,Black,Partial,1,Yes,6805.69
2004,19.18,1000,Petrol,4,Volkswagen,Manual,Gray,Full,0,Yes,3636.32
1999,18.48,2000,Petrol,4,Tesla,Manual,Gray,Partial,0,Yes,4632.71
1998,9.78,2500,Diesel,4,Chevrolet,Manual,White,Full,0,Yes,2894.24
2004,10.11,1200,Diesel,3,Chevrolet,Manual,Blue,,0,Yes,3953.91
2002,22.69,800,Diesel,5,Nissan,Automatic,Black,Full,1,Yes,3230.15
2017,20.08,1000,Diesel,1,Tesla,Automatic,White,,0,Yes,7080.15
2002,23.22,1200,Diesel,1,Honda,Manual,Gray,Full,0,Yes,5880.08
2021,13.27,1000,Diesel,1,Tesla,Automatic,Blue,Full,1,No,5894.35
2023,21.5,3000,Petrol,1,Honda,Automatic,Blue,Full,1,Yes,13088.74
1997,24.7,2000,Electric,2,Hyundai,Manual,White,Full,0,Yes,8905.27
2018,9.92,1500,Diesel,4,Tesla,Manual,Silver,Full,1,Yes,5661.1
2017,16.24,3000,Petrol,2,Nissan,Manual,Gray,Partial,0,Yes,9361.89
2016,6.04,1000,Petrol,1,Kia,Manual,Silver,Full,0,Yes,5184.67
2007,26.6,2000,Petrol,4,Ford,Manual,Gray,,0,Yes,5096.69
2000,23.29,3000,Petrol,2,Hyundai,Automatic,Silver,Partial,0,Yes,9045.32
2005,20.35,800,Petrol,5,Ford,Manual,Black,Full,0,No,4670.97
2009,9.75,1200,Electric,5,Kia,Manual,White,,2,Yes,7868.84
2022,15.25,1000,Petrol,2,Kia,Manual,Silver,Partial,3,Yes,6165.76
2001,18.17,1800,Diesel,4,Nissan,Manual,Black,Full,0,Yes,4108.78
2011,22.24,2000,Diesel,4,Ford,Manual,Silver,Full,1,Yes,6688.51
2021,27.83,1500,Diesel,4,Volkswagen,Automatic,Gray,Full,0,Yes,8210.14
2001,21.16,1500,Diesel,2,Kia,Automatic,Silver,Full,1,No,5343.48
1996,22.1,1500,Diesel,2,Hyundai,Manual,White,Full,0,Yes,5212.54
2016,19.08,4000,Petrol,1,Volkswagen,Manual,Black,,1,Yes,11614.33
2010,11.32,5000,Diesel,4,Toyota,Manual,Gray,Partial,1,No,10832.23
2021,16.22,2000,Petrol,4,Hyundai,Automatic,Gray,,1,Yes,7322.64
2008,15.1,2500,Petrol,5,Nissan,Manual,Silver,Full,0,Yes,5485.64
2005,14.24,3000,Petrol,5,Tesla,Automatic,White,Full,0,Yes,4920.07
2004,30.37,2000,Petrol,1,Volkswagen,Manual,Gray,Partial,1,Yes,7364.11
1997,5.54,1500,Diesel,2,Chevrolet,Automatic,Black,Partial,1,Yes,1223.8
1998,19.64,2500,Diesel,5,Hyundai,Manual,Blue,,0,Yes,3323.52
1998,11.47,5000,Electric,5,Kia,Automatic,Silver,Full,3,Yes,11998.99
1995,25.97,2500,Diesel,5,Honda,Manual,Red,Partial,0,Yes,5429.62
1996,19.0,800,Petrol,2,Hyundai,Manual,White,,0,Yes,2944.14
2018,20.06,4000,Diesel,1,Kia,Automatic,Red,Partial,0,No,13466.16
2007,14.5,1500,Diesel,4,Chevrolet,Automatic,Blue,Partial,0,Yes,4427.03
1997,21.05,5000,Diesel,1,Hyundai,Manual,Black,Partial,0,Yes,8274.82
2021,20.1,1800,Petrol,5,Tesla,Manual,Blue,,2,Yes,5478.24
2015,9.5,3000,Petrol,5,BMW,Manual,Blue,Full,0,Yes,6177.92
2018,19.33,1200,Diesel,5,Volkswagen,Automatic,Blue,Partial,1,Yes,6159.92
2003,17.98,5000,Electric,4,Volkswagen,Manual,White,Full,1,Yes,11485.39
2002,14.94,4000,Petrol,1,Honda,Manual,Red,Partial,0,No,7747.04
2020,25.29,4000,Petrol,3,Nissan,Manual,Blue,Partial,0,Yes,13166.14
2021,15.65,1500,Diesel,2,Hyundai,Automatic,Silver,,0,Yes,8458.25
2019,18.43,1800,Diesel,5,Kia,Manual,Red,Full,0,Yes,7759.53
1999,24.51,1500,Petrol,2,Hyundai,Automatic,Black,Full,1,Yes,4384.51
2004,19.92,5000,Diesel,5,Chevrolet,Automatic,Blue,,0,Yes,9050.16
2011,21.04,2500,Petrol,2,Volkswagen,Manual,Red,Full,0,Yes,8942.84
2006,24.71,1000,Petrol,4,Honda,Automatic,White,Full,2,Yes,6049.04
2021,17.14,1200,Diesel,1,BMW,Automatic,Gray,,1,No,8709.57
2018,5.61,1500,Petrol,5,Kia,Manual,Silver,Full,1,Yes,3740.15
1998,23.84,2000,Petrol,1,Kia,Manual,Red,Full,0,Yes,4622.18
2008,24.67,2000,Petrol,1,BMW,Automatic,Gray,Partial,0,Yes,8117.94
2012,28.0,4000,Diesel,2,Toyota,Manual,Gray,Full,0,No,12731.76
1997,14.32,1800,Diesel,1,Ford,Automatic,Blue,Partial,1,Yes,3796.97
2008,19.61,1800,Petrol,2,Nissan,Manual,Gray,Full,0,Yes,6553.65
2007,29.03,4000,Diesel,2,Nissan,Manual,Silver,,0,Yes,11926.34
2008,20.64,5000,Diesel,5,Kia,Manual,White,,0,Yes,8530.45
1997,15.54,800,Petrol,1,Chevrolet,Automatic,Gray,Full,1,Yes,4205.0
1997,18.97,1200,Petrol,3,Ford,Automatic,White,Partial,0,Yes,3429.84
2020,18.47,5000,Petrol,4,Hyundai,Automatic,White,,0,Yes,11248.7
2009,8.81,1800,Petrol,5,Ford,Manual,Gray,Partial,0,Yes,4602.87
1995,17.69,3000,Diesel,2,Volkswagen,Automatic,White,Full,0,Yes,7359.39
2014,20.5,5000,Diesel,5,Ford,Automatic,White,,1,Yes,11720.09
2020,18.61,2000,Electric,1,Chevrolet,Automatic,Black,Partial,0,No,11340.06
2017,15.81,1800,Petrol,2,Honda,Manual,Silver,Full,1,Yes,6340.46
2019,16.78,1800,Petrol,4,BMW,Automatic,Red,Partial,0,Yes,7977.88
1997,8.5,5000,Petrol,3,Ford,Automatic,Silver,Full,0,Yes,8944.94
2017,15.98,2000,Petrol,1,Hyundai,Automatic,Gray,Partial,1,Yes,6897.7
1999,15.2,2000,Petrol,4,Ford,Manual,Gray,Partial,0,Yes,4793.59
1995,20.61,4000,Petrol,3,BMW,Manual,Red,Partial,1,Yes,7636.18
2019,20.47,5000,Diesel,5,Chevrolet,Manual,Black,Full,2,Yes,11277.45
2003,15.78,1200,Diesel,5,Tesla,Manual,Red,Partial,2,Yes,3508.73
2016,14.63,1200,Diesel,1,Kia,Automatic,Red,Full,0,Yes,6426.69
2007,22.42,2500,Petrol,5,Nissan,Manual,Red,Full,1,Yes,7062.58
2015,23.13,1000,Diesel,2,Toyota,Automatic,White,Partial,1,Yes,8443.15
2021,11.81,800,Petrol,3,Chevrolet,Automatic,Blue,,0,Yes,7040.07
2007,8.5,800,Petrol,5,Volkswagen,Automatic,Gray,,1,Yes,1762.16
2018,11.76,1200,Petrol,4,Ford,Manual,Gray,,0,Yes,4761.54
1999,20.69,1800,Diesel,1,Ford,Automatic,Red,,0,Yes,6361.08
1995,9.06,2500,Diesel,1,Tesla,Manual,Blue,,0,Yes,3875.25
2017,22.51,1200,Petrol,4,BMW,Automatic,Blue,Full,0,Yes,4571.5
2022,16.86,1800,Diesel,5,Ford,Automatic,Red,,0,No,5380.06
2018,14.69,4000,Petrol,1,Volkswagen,Manual,Blue,,3,No,11988.09
2011,23.75,1500,Electric,4,Kia,Manual,Red,Full,0,No,9452.55
2010,20.96,2500,Petrol,3,Honda,Manual,Silver,Partial,0,No,6331.45
2002,33.44,5000,Electric,1,Volkswagen,Manual,Silver,Full,1,Yes,16886.44
2005,20.61,2000,Diesel,4,Toyota,Automatic,Gray,Full,0,No,6726.57
2017,12.63,3000,Diesel,1,Toyota,Automatic,Black,Full,0,Yes,8936.35
1999,5.0,3000,Electric,2,Honda,Automatic,Red,Full,0,Yes,9358.2
2023,14.03,5000,Petrol,4,Volkswagen,Manual,Gray,Full,1,Yes,12609.05
2007,14.5,5000,Diesel,4,Tesla,Automatic,Silver,Full,0,Yes,10368.96
2019,23.96,2500,Petrol,4,Kia,Manual,White,Partial,0,No,9276.84
2009,23.0,1500,Diesel,1,Volkswagen,Manual,Black,Full,1,Yes,8209.11
2023,21.15,5000,Diesel,4,BMW,Automatic,Blue,Full,2,Yes,12363.06
2005,18.41,3000,Petrol,5,Volkswagen,Manual,Red,Full,0,Yes,6323.04
2020,17.37,1200,Petrol,3,Toyota,Automatic,Silver,Full,0,Yes,7812.66
1998,31.86,1500,Diesel,1,Chevrolet,Manual,Black,Full,0,Yes,7390.39
1998,16.02,1200,Petrol,1,Honda,Automatic,Red,Full,1,Yes,4673.3
2005,14.59,800,Petrol,4,Tesla,Automatic,Silver,,0,No,2746.07
2018,12.59,2000,Petrol,2,Ford,Manual,Silver,Full,0,Yes,6606.73
2003,12.96,2000,Diesel,2,Tesla,Manual,Blue,Full,0,Yes,4295.43
2018,15.39,1000,Petrol,4,Volkswagen,Automatic,Gray,Full,1,Yes,5854.01
2002,15.55,2000,Petrol,2,Chevrolet,Manual,Silver,,0,Yes,4973.0
2009,21.52,1800,Petrol,4,Tesla,Automatic,Red,,0,Yes,6198.82
2014,26.69,800,Electric,5,Chevrolet,Manual,Black,Full,2,Yes,10046.96
1999,20.34,3000,Diesel,2,Volkswagen,Manual,Silver,Full,0,No,7194.78
2014,16.57,800,Petrol,4,Toyota,Automatic,Gray,Partial,1,Yes,4134.83
2008,20.07,800,Diesel,4,BMW,Manual,Black,,2,Yes,4442.91
1999,13.49,800,Diesel,1,Kia,Automatic,Red,Full,0,Yes,2740.85
2010,14.74,1800,Diesel,1,Volkswagen,Automatic,White,Full,2,Yes,8118.11
1999,21.18,1000,Petrol,5,Honda,Manual,Gray,Partial,0,Yes,3467.82
2004,6.82,1500,Petrol,3,Hyundai,Manual,White,Full,0,No,3677.51
2003,17.45,800,Petrol,1,Toyota,Automatic,Blue,Partial,0,No,4619.65
2022,16.48,1800,Diesel,3,Kia,Manual,Gray,,1,Yes,9315.03
2020,24.61,2500,Petrol,3,Hyundai,Manual,Black,Full,1,Yes,10186.66
2020,10.6,2500,Diesel,3,Hyundai,Automatic,Gray,Partial,1,Yes,8144.06
2002,18.51,1500,Petrol,1,Chevrolet,Manual,Gray,,0,No,7887.55
2018,16.26,4000,Petrol,2,Chevrolet,Manual,Silver,Partial,0,No,12143.91
1995,13.66,1500,Diesel,4,Kia,Manual,Silver,Partial,0,Yes,1270.84
2000,21.25,1200,Petrol,4,Tesla,Automatic,White,Full,0,Yes,5064.74
2009,18.92,1000,Petrol,1,Kia,Manual,Blue,Full,2,Yes,5186.64
2013,19.46,4000,Petrol,4,Chevrolet,Manual,Silver,,1,No,9563.17
2000,11.54,1500,Petrol,2,Nissan,Manual,Red,Full,0,Yes,3586.21
2012,19.99,2500,Petrol,2,Honda,Manual,Black,Full,0,Yes,8414.33
2002,23.91,1200,Diesel,4,BMW,Automatic,Gray,Partial,1,No,4394.65
2012,16.21,800,Petrol,4,Kia,Manual,Gray,Full,2,No,3706.12
1996,18.46,1500,Diesel,3,Ford,Manual,Black,,0,Yes,4551.67
2002,24.45,4000,Petrol,2,Tesla,Manual,Gray,,0,Yes,10205.03
2013,22.17,1800,Petrol,3,Toyota,Automatic,Silver,Partial,0,Yes,5647.28
