make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,actual_price_usd,predicted_price_usd
2014,10.1,2500,Diesel,2,Hyundai,Manual,Silver,Full,0,Yes,6384.32,7395.893328044396
2013,18.37,1000,Diesel,3,Chevrolet,Automatic,Black,Partial,0,No,5030.79,5617.067247493802
1999,31.48,2500,Petrol,2,Honda,Automatic,Blue,Full,0,No,8302.52,7833.651341142107
1998,16.63,1200,Electric,5,Volkswagen,Manual,Gray,Full,1,No,6795.7,5524.907484009647
2020,20.78,1800,Petrol,3,Tesla,Manual,Red,Full,0,Yes,6489.62,8091.082329914685
2004,18.6,1000,Petrol,3,Honda,Manual,White,Full,1,Yes,4163.78,4287.265181271931
2012,25.58,5000,Petrol,1,Volkswagen,Manual,Blue,Partial,1,Yes,13237.49,13260.744445747945
2023,22.86,1200,Diesel,2,Chevrolet,Manual,Black,,0,Yes,7672.69,8387.821541227493
2016,23.31,5000,Diesel,5,Nissan,Automatic,Silver,,0,No,10052.79,11637.852785287972
2012,18.28,1000,Diesel,3,Toyota,Manual,Blue,Full,1,Yes,5568.17,5374.648595964774
2011,10.17,3000,Petrol,2,Chevrolet,Manual,Red,Full,0,Yes,7838.21,7781.3693457031395
2015,18.47,1800,Diesel,4,Ford,Manual,Black,Full,1,Yes,6584.01,6588.900003836976
2016,23.56,1500,Diesel,1,Toyota,Automatic,White,Full,0,No,8838.48,8418.773373828766
2020,15.78,1200,Petrol,3,Honda,Manual,Blue,Full,2,Yes,8173.03,6588.075026664781
2003,20.62,5000,Petrol,4,Honda,Automatic,Red,Partial,0,Yes,9917.55,9915.353622756842
2009,14.3,1500,Electric,2,Ford,Manual,Gray,Partial,0,Yes,8570.38,8689.253124258299
2009,6.85,3000,Petrol,5,Tesla,Manual,Gray,Full,0,Yes,5114.11,5517.504907427556
2004,17.95,2000,Petrol,2,Volkswagen,Manual,Blue,,0,Yes,5617.77,6173.397683442231
2022,13.98,2000,Petrol,2,Kia,Automatic,Silver,Partial,0,No,8677.27,8379.832287766303
2021,22.29,1000,Petrol,1,Nissan,Manual,Blue,,0,Yes,8894.32,8177.592371953952
2012,12.94,2500,Diesel,3,BMW,Manual,White,Full,1,Yes,5137.11,7081.246717751055
2005,18.05,800,Diesel,3,BMW,Manual,Red,Full,0,Yes,3713.56,4149.736229205026
2006,9.86,3000,Petrol,5,Ford,Automatic,White,Partial,1,Yes,6533.57,5512.496368275442
1996,9.89,4000,Diesel,3,Hyundai,Manual,Gray,,0,Yes,5688.53,6447.299845354991
2023,22.48,3000,Petrol,3,Tesla,Manual,Black,Full,0,Yes,9884.04,10508.666811383784
2004,27.96,800,Electric,1,BMW,Manual,White,,2,Yes,8176.46,9162.551887826736
1997,23.04,1200,Electric,5,Ford,Manual,Red,Full,0,Yes,6166.73,6114.535583467383
2022,19.74,3000,Diesel,1,Ford,Manual,Gray,Partial,1,Yes,11120.28,11001.920185342187
2018,13.34,2000,Diesel,5,BMW,Automatic,Red,Full,0,Yes,5516.01,6342.6829148603265
2000,13.5,1000,Diesel,1,Ford,Automatic,Black,Partial,2,Yes,4385.16,4045.7251120094934
2001,12.75,4000,Petrol,4,Nissan,Manual,Silver,,0,Yes,7115.54,7072.25901572728
2014,14.07,800,Diesel,4,Tesla,Manual,Red,Full,0,Yes,3427.9,4408.4259699146405
2012,21.95,3000,Petrol,3,Honda,Manual,Gray,Partial,0,No,9004.75,8868.294817145545
2000,19.07,5000,Petrol,2,Honda,Manual,Red,Partial,0,No,10543.65,10280.994687710783
2004,17.58,5000,Petrol,5,Ford,Manual,Black,Full,0,Yes,9371.48,9128.927281509601
1999,14.52,3000,Diesel,1,Honda,Manual,Gray,Partial,1,Yes,6587.68,6988.360772695152
2008,15.6,3000,Petrol,5,Honda,Automatic,White,Partial,0,Yes,5459.18,6538.283295903487
2001,17.66,5000,Diesel,3,Hyundai,Automatic,Red,Full,4,Yes,9550.86,9723.591005941491
2020,20.9,3000,Petrol,1,BMW,Automatic,Black,Full,0,Yes,9797.46,10973.140877300595
2016,13.37,4000,Petrol,2,Honda,Automatic,Silver,Partial,0,Yes,10032.97,10386.301057571547
2008,12.29,5000,Diesel,4,Kia,Manual,Black,Partial,0,No,11209.65,9631.24616998935
2023,20.32,2500,Petrol,2,BMW,Manual,Black,Full,0,Yes,9088.99,10099.399184578326
2021,11.39,2000,Petrol,4,Chevrolet,Manual,Red,,0,Yes,6537.78,6943.944077552277
1999,22.03,2000,Diesel,4,Toyota,Manual,Silver,Full,0,Yes,6024.41,4902.572437678396
2021,21.06,1800,Diesel,3,Tesla,Automatic,Black,,1,Yes,6692.41,8268.674293345175
2016,9.39,5000,Diesel,4,Tesla,Manual,Red,Partial,1,Yes,9971.84,10419.179735059924
2023,19.45,2000,Petrol,4,Kia,Manual,Black,Partial,0,Yes,8219.89,8206.336925069485
2011,15.38,1800,Petrol,2,Tesla,Automatic,Gray,Full,0,Yes,6211.78,6534.026227440274
2004,17.96,2000,Diesel,4,Kia,Automatic,White,Full,0,Yes,7279.51,5209.67890134103
2007,20.64,2500,Petrol,4,BMW,Automatic,Blue,Full,0,No,6489.17,6777.683516556155
2017,14.4,1500,Electric,2,Ford,Automatic,Black,,0,No,10456.24,9981.856658393785
2017,23.76,4000,Petrol,5,Toyota,Automatic,Gray,Partial,0,Yes,9601.23,10299.006101291401
2009,23.99,2500,Petrol,5,BMW,Manual,Black,Partial,0,Yes,7548.0,6992.272192336138
2012,14.67,4000,Diesel,5,Toyota,Manual,Black,Full,1,No,6355.01,8528.13449701437
2011,13.77,5000,Petrol,2,Volkswagen,Automatic,Blue,Full,1,Yes,9824.74,11209.95491289708
2000,18.76,2000,Diesel,2,Volkswagen,Manual,Gray,,0,Yes,3439.22,5690.14606128659
2019,8.9,800,Petrol,2,Ford,Automatic,White,,0,Yes,4681.55,5506.920146709731
2016,25.42,1200,Diesel,3,Nissan,Manual,Blue,Partial,0,Yes,6996.69,7136.142807092021
2007,19.98,1800,Petrol,5,Volkswagen,Manual,Black,Partial,0,Yes,3242.53,5148.578455290269
1996,26.34,1500,Diesel,3,Tesla,Manual,Gray,,0,Yes,4666.49,4680.885350724903
2010,24.79,1500,Petrol,3,Honda,Automatic,White,Full,0,Yes,7051.43,6684.544325664041
2014,5.62,1200,Petrol,2,Volkswagen,Automatic,Red,Full,1,No,5814.42,5105.621677432269
2004,18.28,1500,Diesel,1,Nissan,Manual,Black,Full,0,No,5705.16,6000.892882653669
2015,26.55,1200,Petrol,5,Hyundai,Manual,Silver,Partial,0,Yes,5877.47,6118.137800275546
2018,16.46,800,Diesel,1,Tesla,Automatic,Silver,Full,0,Yes,6674.11,6702.918868958836
2003,13.09,5000,Diesel,5,Honda,Manual,Silver,Partial,0,Yes,8080.31,8436.239506647107
2000,13.24,1000,Petrol,5,Volkswagen,Manual,Silver,Partial,1,Yes,2921.38,2058.3335546314875
1996,22.82,4000,Diesel,5,Toyota,Automatic,Red,Full,0,Yes,5312.41,7135.209993620925
2022,19.85,3000,Electric,4,Chevrolet,Manual,Red,Full,2,Yes,12233.4,12635.749248684993
2008,19.91,800,Petrol,2,Kia,Manual,Black,Full,0,Yes,4375.97,5216.813391021449
1996,9.56,1800,Diesel,5,Kia,Automatic,Blue,,1,Yes,2773.44,2179.192188889052
2010,20.07,1200,Diesel,5,Tesla,Automatic,Red,Partial,0,Yes,5390.65,4660.002035728055
2011,12.02,4000,Diesel,5,Chevrolet,Manual,Red,Full,0,Yes,8030.15,8036.21386968171
2013,22.0,2000,Petrol,3,Chevrolet,Manual,Blue,Full,0,Yes,7660.24,7447.723363401776
2007,16.1,1500,Petrol,2,Ford,Manual,Gray,Full,0,No,6080.08,5627.453186588836
1995,20.45,5000,Diesel,5,Nissan,Automatic,Blue,Full,0,No,6562.53,8160.8772315179085
1995,10.61,1800,Diesel,3,Tesla,Automatic,Gray,,0,No,2124.15,3127.3542802126276
1996,20.37,2500,Petrol,3,Hyundai,Manual,Gray,,0,Yes,7153.46,5468.551897689835
2014,21.27,1800,Diesel,1,BMW,Manual,White,Partial,1,Yes,9503.71,8316.935161108053
2003,14.59,2000,Diesel,3,Honda,Manual,Black,Partial,1,Yes,6387.99,5160.51213034722
2007,15.02,800,Diesel,5,Tesla,Automatic,Red,Full,1,Yes,4127.28,3010.872583853923
2012,17.14,2500,Petrol,5,Kia,Manual,Silver,Partial,0,Yes,5845.1,6505.722194931562
1997,11.22,1500,Petrol,4,Volkswagen,Manual,White,Full,0,Yes,3493.61,2634.7299457595273
1997,15.63,1500,Diesel,4,Honda,Manual,Red,Full,0,Yes,3257.75,3181.4800092416963
1999,9.93,2500,Diesel,1,Hyundai,Manual,White,Partial,0,Yes,6849.34,5666.09898140902
2014,17.14,1000,Petrol,4,Chevrolet,Automatic,Blue,Partial,0,Yes,4747.56,5038.36301214712
1996,14.15,2000,Petrol,5,Tesla,Manual,Red,Full,0,No,3395.55,3075.0515087457115
2009,21.97,1000,Petrol,3,Tesla,Automatic,Red,Full,1,Yes,6051.52,5421.260313681603
2009,24.86,3000,Diesel,4,Hyundai,Automatic,Blue,Partial,0,Yes,8147.47,8210.472616952376
2011,28.27,2000,Petrol,1,Nissan,Manual,Blue,Full,0,Yes,8061.03,8907.187399766237
1997,19.6,800,Petrol,1,Kia,Automatic,Black,Partial,0,Yes,3727.01,4044.870071921183
2001,9.14,5000,Electric,5,Tesla,Automatic,White,Full,0,Yes,9425.2,10655.92419108756
2013,23.65,1000,Diesel,3,Volkswagen,Automatic,Black,,0,Yes,8162.31,6286.469654766384
2021,21.26,1000,Petrol,4,Tesla,Manual,Black,Partial,0,Yes,7812.54,6585.173305072223
2002,21.1,3000,Diesel,1,Toyota,Automatic,Gray,Full,2,Yes,8365.84,8222.16517923907
2020,32.46,800,Petrol,3,Volkswagen,Manual,Black,,0,Yes,4895.71,8075.898193159293
2006,20.18,3000,Diesel,1,Tesla,Manual,Black,Partial,1,Yes,9246.71,8687.621090505492
1995,22.2,1000,Electric,2,Chevrolet,Manual,Gray,Full,1,Yes,6673.97,6820.746315140691
2003,24.02,2000,Diesel,3,Kia,Automatic,Blue,,0,Yes,6325.95,6241.157419913294
2007,7.98,1200,Petrol,3,Ford,Automatic,Silver,Partial,0,Yes,3411.11,3684.408416935914
2017,16.97,2500,Diesel,1,Volkswagen,Manual,Silver,Full,1,Yes,9504.52,9240.926445527135
2007,27.74,800,Petrol,2,Chevrolet,Automatic,Silver,Partial,0,Yes,6949.05,5965.314459348928
2005,20.59,1800,Petrol,3,Ford,Automatic,Blue,Full,0,Yes,6670.06,5801.252154777656
1996,23.99,4000,Electric,1,Chevrolet,Automatic,White,Full,1,Yes,12629.04,12203.144111976164
2020,24.14,1500,Diesel,3,Kia,Manual,Black,Partial,1,Yes,9107.15,8077.549517755404
2014,13.97,2000,Petrol,5,Kia,Manual,White,,0,Yes,4432.55,5707.8138928183125
2002,15.76,2500,Diesel,3,Hyundai,Manual,White,Partial,0,Yes,3969.35,5838.909222613355
2010,20.62,1200,Petrol,3,Volkswagen,Manual,Silver,Partial,0,Yes,6215.0,5710.700885825928
2007,22.51,4000,Petrol,5,Honda,Manual,Silver,Partial,0,Yes,9072.19,8671.46346022828
2022,17.82,2500,Diesel,3,BMW,Automatic,Red,Partial,1,Yes,8018.07,9207.802235906807
1998,22.98,2000,Petrol,1,Ford,Automatic,Black,Full,0,Yes,8913.82,6376.591030921165
2007,18.04,1200,Diesel,2,Ford,Manual,Red,Full,1,Yes,6105.01,5455.80033138889
2023,9.65,5000,Diesel,3,Tesla,Manual,Red,Full,1,Yes,10065.23,11981.94264890744
2009,19.2,3000,Electric,5,Toyota,Manual,Black,Full,0,No,10956.5,10144.362335395856
2015,14.43,2000,Petrol,3,Toyota,Manual,Blue,Partial,0,Yes,6276.32,6840.183634122946
2015,7.68,4000,Diesel,1,Hyundai,Automatic,White,Full,1,Yes,10507.68,10034.376267109323
2001,5.53,2500,Diesel,4,Ford,Manual,Silver,Full,0,No,3568.18,3975.476338491421
2005,23.8,1000,Diesel,1,Volkswagen,Manual,White,Full,0,Yes,6104.76,6069.866421799256
1995,21.45,3000,Petrol,4,Toyota,Automatic,Blue,Full,0,Yes,6540.54,5733.57967275642
2017,16.84,1800,Petrol,3,BMW,Manual,Black,,0,No,7434.45,7285.940995165052
2003,20.6,3000,Diesel,3,Ford,Manual,Red,Full,1,Yes,8724.72,7370.757585747479
1997,7.54,1800,Petrol,2,Volkswagen,Manual,Silver,Partial,1,Yes,3126.5,3585.7026692043946
2022,21.2,2000,Petrol,4,Kia,Automatic,Red,Full,2,Yes,6647.34,8319.566534288548
2010,14.42,2000,Petrol,5,Tesla,Manual,Silver,,1,Yes,5160.98,5089.3318841907785
2016,21.35,2000,Petrol,2,Hyundai,Automatic,Blue,Full,1,Yes,9185.0,8312.382503699999
2003,26.23,2500,Electric,4,Toyota,Automatic,Silver,Full,0,Yes,11043.12,9779.430355870725
2014,17.91,5000,Diesel,4,Nissan,Automatic,White,Partial,0,No,11168.48,11209.590739495596
2017,12.84,1200,Diesel,2,Toyota,Automatic,Black,Partial,1,Yes,5981.81,6312.070241721739
1999,29.04,1800,Petrol,1,BMW,Manual,Silver,Full,0,No,7632.23,7018.248063377579
2017,12.82,1000,Diesel,2,Ford,Automatic,Silver,Partial,0,No,5778.41,5986.250533157299
1997,21.25,1000,Petrol,3,Chevrolet,Manual,Red,,0,No,3762.44,3595.4792812448677
2019,13.85,1800,Diesel,5,Hyundai,Automatic,Silver,Partial,2,Yes,4149.78,6100.948930438239
1995,14.97,3000,Petrol,2,Honda,Automatic,Black,Partial,0,No,6835.16,6039.6507466879775
2022,18.79,2500,Petrol,4,Tesla,Manual,Gray,Partial,1,Yes,8835.49,8639.846905129467
1996,27.17,2500,Petrol,4,Kia,Manual,Blue,Full,1,Yes,4509.78,5825.023465045204
2008,21.23,1000,Diesel,2,Nissan,Automatic,Red,,1,No,5183.34,5761.4680794764145
2008,24.95,4000,Electric,2,Hyundai,Automatic,White,Full,1,Yes,12870.17,13605.040038869141
2003,12.94,800,Diesel,2,Tesla,Manual,Silver,Partial,3,Yes,4729.89,3555.2087807492844
2021,19.82,800,Diesel,3,BMW,Manual,Black,Partial,2,No,6202.09,6758.7690727445315
2005,29.08,1500,Diesel,3,Honda,Manual,White,Full,0,Yes,6732.29,6449.97232884447
2022,19.93,1200,Diesel,1,Volkswagen,Manual,Blue,Full,0,Yes,7406.55,8388.23052042489
1996,10.07,1200,Petrol,4,Hyundai,Automatic,Red,,0,No,1002.26,1908.6387013816602
2007,18.72,800,Electric,5,BMW,Automatic,Silver,Partial,0,No,5733.46,6540.479542517815
2014,13.09,1200,Petrol,5,Chevrolet,Manual,Blue,Partial,0,Yes,4446.51,4344.861469074075
2015,13.27,1800,Petrol,5,Toyota,Manual,Gray,,1,Yes,5038.7,5437.75765380965
2018,11.63,4000,Diesel,5,Kia,Automatic,Red,Full,0,Yes,10746.59,9062.796686999462
2010,18.63,1200,Diesel,1,Volkswagen,Manual,White,Full,0,Yes,5752.19,6487.496665959405
2015,17.17,2500,Petrol,4,Chevrolet,Manual,Red,Full,0,Yes,7357.97,7497.253647500391
2008,20.49,1500,Petrol,5,Kia,Automatic,Gray,Full,0,Yes,3128.18,4838.190892020887
2021,19.8,2000,Petrol,1,Nissan,Manual,Black,Full,1,No,9860.6,9460.48652273752
2012,15.87,3000,Petrol,5,Hyundai,Automatic,Red,,0,Yes,7857.22,7155.496268767208
2019,16.44,3000,Diesel,2,Ford,Manual,Silver,Full,1,Yes,10504.8,9666.605432107792
2018,12.31,2500,Petrol,5,Nissan,Automatic,Blue,Full,1,Yes,6890.49,6827.842967179413
2018,20.66,1000,Petrol,2,Chevrolet,Manual,Blue,Partial,0,Yes,8367.05,7023.372002303018
2020,9.7,1800,Petrol,4,BMW,Manual,Blue,Full,0,Yes,5661.7,6294.592430457521
2011,19.31,4000,Electric,2,Tesla,Manual,Gray,,0,Yes,13784.6,13300.326362550983
1998,19.96,1000,Petrol,2,Hyundai,Manual,Blue,Partial,0,Yes,3566.27,3953.70190241189
2000,15.02,1000,Petrol,4,Chevrolet,Manual,Silver,Partial,1,No,3819.86,2732.445774888197
2003,22.12,4000,Petrol,3,Volkswagen,Manual,Silver,Full,0,Yes,9626.44,9035.574718618256
2018,5.21,5000,Petrol,2,Nissan,Manual,Gray,Partial,0,Yes,11226.1,11163.013593822046
1998,14.68,2500,Diesel,1,Hyundai,Manual,White,Full,0,Yes,6808.48,6092.5338516511665
2014,14.35,2000,Petrol,1,Chevrolet,Manual,White,Full,0,Yes,6627.1,7691.316911544506
1997,19.76,1200,Diesel,1,Tesla,Manual,Red,Full,3,Yes,4386.48,4645.269061527938
2000,11.73,4000,Petrol,5,Volkswagen,Manual,Red,Partial,0,No,4327.06,6459.304564304693
1999,14.51,5000,Diesel,3,BMW,Manual,Black,Full,2,No,9413.3,9121.089893680577
2010,20.85,2000,Petrol,1,Chevrolet,Automatic,Red,Full,2,Yes,8794.47,7940.736373352202
2017,20.99,3000,Diesel,1,Kia,Automatic,Gray,Partial,1,Yes,9842.54,10442.617784732493
2006,15.02,5000,Petrol,2,BMW,Automatic,White,Full,0,Yes,10601.5,10669.955050427761
2011,12.12,1800,Diesel,4,Volkswagen,Manual,Silver,Full,2,Yes,4288.9,5253.190866983252
2007,16.2,2500,Diesel,4,Tesla,Automatic,Silver,Full,1,No,7403.69,6147.157592975593
2018,16.03,1500,Diesel,1,BMW,Manual,Gray,Full,2,Yes,6262.88,7803.659343726044
2004,27.73,2000,Petrol,4,Nissan,Manual,Silver,Full,0,Yes,8033.17,6340.893976857044
2003,21.95,3000,Diesel,2,Tesla,Automatic,Gray,Partial,0,Yes,9254.42,7934.5622749338245
2001,18.41,3000,Diesel,2,Kia,Manual,Gray,Partial,0,Yes,6890.67,7243.704587159348
1995,18.85,2000,Diesel,3,Nissan,Manual,Black,Partial,0,Yes,6203.81,4464.22500816749
2008,17.82,1000,Petrol,3,Volkswagen,Manual,Silver,Full,1,Yes,5736.35,4781.1498065996275
1996,15.15,3000,Diesel,2,Honda,Manual,Blue,,0,Yes,5197.02,6116.3381673589265
2021,21.86,1800,Electric,4,Chevrolet,Automatic,Blue,,0,Yes,10303.68,10864.178820491776
2001,16.81,2000,Petrol,2,Hyundai,Manual,Red,Partial,1,Yes,6333.66,5595.533177005289
2014,22.58,1800,Diesel,2,Nissan,Manual,Black,Full,0,No,7916.69,7967.358089246818
2018,16.66,1000,Petrol,5,Ford,Manual,Blue,Full,1,No,5228.39,5111.718973709048
2014,15.24,3000,Petrol,3,Volkswagen,Automatic,Black,,0,Yes,10142.25,8402.760073065298
2017,25.17,1200,Petrol,3,Chevrolet,Manual,White,Partial,1,No,7382.21,7309.987129133057
2009,18.12,800,Petrol,5,Nissan,Automatic,Silver,Full,0,Yes,5929.39,3654.4915591387553
2013,13.59,2500,Electric,3,Ford,Automatic,Gray,Full,1,No,10896.15,10257.24632142274
2015,13.99,800,Electric,5,Kia,Manual,Silver,,1,Yes,5445.36,7053.9230818842425
2021,15.72,1200,Diesel,1,Nissan,Manual,Silver,Partial,2,No,6942.6,7736.3148245782695
1997,21.46,3000,Petrol,3,Chevrolet,Manual,Blue,,1,Yes,7186.94,6500.935632352112
2017,19.76,1000,Diesel,2,Chevrolet,Automatic,Blue,,0,Yes,5137.65,6784.77186964245
1998,24.62,1000,Diesel,3,Honda,Automatic,Red,,1,Yes,3840.46,4176.894450229043
2018,27.17,1500,Petrol,4,Nissan,Automatic,Silver,,0,Yes,6037.44,7622.268131249873
2001,16.86,2500,Diesel,5,Tesla,Automatic,Gray,Partial,0,Yes,4617.92,4807.388257276462
1998,17.61,5000,Diesel,1,BMW,Manual,Gray,Full,0,Yes,10824.37,10240.876558517706
2012,23.72,4000,Petrol,1,Tesla,Manual,Gray,Full,0,Yes,11582.09,11453.622909316084
1995,16.56,4000,Electric,4,Nissan,Automatic,White,Full,1,Yes,10751.19,9709.810928319954
2010,21.06,1800,Petrol,4,Ford,Automatic,Black,,0,Yes,5937.09,6163.375935142085
1997,14.13,1500,Diesel,3,Kia,Automatic,Black,Partial,1,Yes,5099.9,3459.9514359241603
2000,12.34,1200,Petrol,4,Tesla,Automatic,Red,Partial,0,Yes,3442.39,2722.904164553498
2014,11.61,1200,Diesel,5,BMW,Automatic,Red,Full,1,Yes,4618.49,4347.453345496548
2009,17.91,800,Petrol,4,Nissan,Manual,Gray,,1,Yes,4414.04,4110.842737160158
2004,10.36,2000,Petrol,3,Chevrolet,Manual,Silver,,0,Yes,3449.07,4709.411027362576
2005,11.05,4000,Diesel,3,BMW,Automatic,Gray,Partial,0,Yes,9041.32,8029.423161157844
2020,16.11,3000,Petrol,1,BMW,Automatic,Silver,Full,0,No,10757.33,10385.723203599402
2016,20.3,1000,Petrol,2,Honda,Manual,Blue,Full,1,No,7339.35,6760.197864200727
2016,17.02,800,Petrol,1,Kia,Manual,Silver,Full,0,Yes,6878.18,6503.407965497192
2009,17.37,1200,Diesel,1,Chevrolet,Automatic,Gray,,1,Yes,6293.09,6107.630501553878
2004,17.84,2500,Diesel,4,Tesla,Manual,White,,0,Yes,6705.28,5880.356689712216
2015,20.28,1800,Diesel,3,Tesla,Manual,Red,Full,1,No,6313.91,7330.1864316418505
2002,19.67,1500,Petrol,2,Toyota,Manual,Red,Partial,1,Yes,5444.65,5363.988959782859
2022,16.09,2500,Electric,2,Hyundai,Manual,Gray,Full,0,Yes,10928.97,12325.39748693369
2008,23.72,1800,Petrol,2,Hyundai,Automatic,White,Full,0,Yes,8215.81,7147.173828293841
2023,14.62,5000,Petrol,3,Volkswagen,Manual,Silver,,0,Yes,10677.72,12598.168685134975
2015,12.37,1200,Petrol,1,Volkswagen,Manual,Black,Partial,0,Yes,5440.17,6478.498803683988
1998,14.38,2000,Petrol,2,Tesla,Automatic,Red,,1,Yes,4176.61,4850.823367737401
1998,17.59,1800,Petrol,3,Volkswagen,Manual,Silver,Full,0,No,5566.12,4491.707187689229
2011,23.61,2500,Petrol,3,Hyundai,Manual,Silver,Full,0,Yes,7800.23,8089.4022712921105
2016,23.84,3000,Petrol,5,Chevrolet,Manual,Silver,,0,Yes,9265.69,8639.93568928052
1999,19.23,2000,Petrol,1,Volkswagen,Automatic,Black,Full,0,Yes,7386.81,6137.801223842744
2017,9.82,3000,Petrol,3,Honda,Manual,White,Full,1,Yes,6407.65,8148.097447636793
2012,16.58,2000,Petrol,1,Chevrolet,Automatic,Black,Partial,1,Yes,7597.88,7689.581447772391
2008,18.02,1800,Petrol,1,Volkswagen,Manual,Silver,Full,2,Yes,8802.88,6983.151641086884
2007,12.54,3000,Petrol,5,Volkswagen,Manual,Silver,Full,1,No,6610.0,6039.1443057197675
2016,16.45,1000,Diesel,3,Honda,Manual,Silver,Partial,0,No,5949.88,5812.224180357097
2018,26.77,5000,Diesel,4,Ford,Automatic,Black,,1,Yes,13257.98,12833.644408682583
2014,19.6,1000,Petrol,2,Ford,Manual,Blue,Full,0,No,6425.27,6335.120065619814
2007,12.05,4000,Diesel,3,Honda,Manual,White,Partial,0,Yes,8668.88,8423.392141969573
1998,18.05,1000,Petrol,3,Ford,Automatic,Gray,Full,2,Yes,3885.73,3275.689351810641
2020,24.5,2500,Petrol,3,Toyota,Manual,Silver,Full,0,Yes,10712.47,9556.826111020333
2016,28.01,4000,Petrol,3,Chevrolet,Automatic,Gray,Partial,2,Yes,11870.35,11639.694186044228
2011,20.22,2000,Diesel,3,Tesla,Manual,Red,Full,2,Yes,6436.97,6996.29244485704
2018,18.96,1800,Petrol,2,Chevrolet,Manual,Silver,Partial,0,Yes,8169.47,8020.751492869412
2007,16.68,5000,Diesel,4,Kia,Automatic,White,Full,1,Yes,9345.04,9988.116440232048
2014,12.41,3000,Petrol,4,Nissan,Manual,Black,,1,No,8799.02,7552.858441234955
2016,29.41,1200,Petrol,4,Hyundai,Manual,White,Full,1,Yes,4988.32,7140.869275156359
2005,13.36,1500,Diesel,2,Chevrolet,Automatic,Silver,Full,1,Yes,4439.63,4985.010988626508
2017,20.4,2000,Petrol,2,Tesla,Automatic,Black,Full,0,Yes,7806.97,8373.28773014908
2021,11.84,3000,Petrol,4,Chevrolet,Automatic,Red,Full,0,No,8049.53,8540.99101484942
2001,30.54,1800,Petrol,3,Chevrolet,Automatic,White,Partial,1,Yes,7486.27,6454.584017872174
2005,22.28,1000,Petrol,2,Kia,Manual,Blue,Partial,3,Yes,4544.45,5317.060419597017
2022,14.33,4000,Petrol,5,BMW,Manual,White,Full,0,Yes,11291.56,9991.371968559128
2012,18.22,2000,Petrol,2,Tesla,Automatic,Red,,1,Yes,5484.55,7397.50862183447
1996,20.67,2000,Petrol,1,Toyota,Manual,Silver,Full,1,Yes,6047.15,5759.1961730541425
2017,19.3,800,Diesel,5,Ford,Automatic,Gray,,0,Yes,5016.89,4971.744448012989
2019,9.62,5000,Diesel,1,Kia,Manual,White,Partial,1,No,10279.13,12407.040630686082
2015,16.22,4000,Diesel,2,Honda,Manual,Blue,Partial,0,Yes,9720.17,10565.150985494118
2000,5.61,1500,Electric,3,Nissan,Automatic,Blue,,1,No,5631.23,5876.7925510333225
2016,12.41,1500,Petrol,3,Volkswagen,Automatic,Black,Partial,2,Yes,4375.72,6124.382901382338
2005,19.74,3000,Petrol,1,Nissan,Automatic,Black,Full,1,Yes,10283.13,8546.37857794717
1999,29.06,2500,Petrol,2,Toyota,Manual,White,Partial,0,Yes,7852.07,7506.306734562127
1995,22.82,1000,Petrol,3,Kia,Manual,Silver,Full,1,Yes,3411.1,3405.709284663625
2015,27.84,1800,Petrol,3,Honda,Manual,Red,Full,0,Yes,8005.31,8268.035468359341
1998,17.69,1200,Diesel,3,Chevrolet,Manual,Blue,,1,Yes,3567.91,3508.6406446383244
1999,22.33,1500,Diesel,1,Kia,Manual,Blue,Full,0,Yes,4551.44,5659.2628753153695
2007,25.11,1500,Petrol,4,Nissan,Manual,Silver,,0,Yes,4366.54,5723.323382924189
2022,5.0,2500,Petrol,3,Chevrolet,Manual,Red,Full,1,No,5013.52,7595.478467554976
2007,13.25,1200,Petrol,5,Kia,Manual,Blue,Full,1,Yes,3493.66,3347.01558754325
2006,16.98,1800,Diesel,2,Chevrolet,Manual,Gray,Partial,1,No,7659.95,6041.756447519295
2000,27.16,1500,Petrol,1,Nissan,Automatic,Gray,Partial,0,Yes,7469.83,6411.900196434984
2013,21.25,1800,Petrol,2,BMW,Automatic,Red,,0,No,10070.16,7754.028662986101
1997,19.78,1800,Petrol,4,Ford,Automatic,Blue,Full,2,Yes,3365.64,4032.7855637088833
2010,14.78,3000,Electric,3,Nissan,Manual,Silver,Full,1,Yes,11610.74,10673.178977488882
2011,23.99,1800,Diesel,3,Kia,Automatic,Silver,,1,Yes,7526.01,7140.461547653482
2017,15.75,2000,Petrol,1,Ford,Manual,Black,Full,0,Yes,7345.84,8315.177786835337
2006,10.44,5000,Petrol,2,Ford,Manual,White,,0,Yes,9338.5,10021.360460483447
2019,24.06,800,Petrol,4,Hyundai,Manual,Silver,Full,0,Yes,5694.17,6304.538351204285
2000,21.68,1800,Diesel,5,Honda,Manual,Blue,Partial,0,No,3322.46,4274.125567049506
2013,12.18,4000,Petrol,1,Tesla,Manual,Red,Partial,1,Yes,8746.92,10278.980107312307
1996,21.33,4000,Diesel,3,Toyota,Manual,Silver,Full,0,Yes,8370.93,7849.229524729155
2010,13.37,2500,Electric,2,Tesla,Manual,Black,,1,Yes,10156.74,10237.570017820326
1999,15.26,2000,Petrol,5,BMW,Manual,Silver,,0,Yes,4763.22,3660.21120262147
1995,21.2,1000,Petrol,5,Nissan,Manual,Silver,,0,Yes,1623.57,2229.476137234332
